Building Name,City,Height,Floors,Completion,Material,Use,Country
Angsana Suites Tower,Dubai (AE),220.7,49,2007,concrete,residential,United Arab Emirates
1/JBR,Dubai (AE),219.8,53,2019,concrete,residential,United Arab Emirates
Jumeirah Bay X2,Dubai (AE),218,47,2009,concrete,office,United Arab Emirates
Etihad Towers T5,Abu Dhabi (AE),217.5,61,2011,concrete,residential,United Arab Emirates
Arady Residential Tower,Dubai (AE),215.7,51,2015,concrete,residential,United Arab Emirates
Sama Tower,Abu Dhabi (AE),215,52,2009,,residential / office,United Arab Emirates
Al Seef Tower,Dubai (AE),215,44,2005,concrete,residential,United Arab Emirates
Corniche Tower,Ajman (AE),213,53,2010,concrete,residential,United Arab Emirates
Meera Tower,Dubai (AE),213,52,2018,concrete,residential,United Arab Emirates
Grosvenor House The Residence,Dubai (AE),210.4,48,2011,concrete,residential,United Arab Emirates
Grosvenor House West Marina Beach,Dubai (AE),210.4,48,2005,concrete,residential / hotel,United Arab Emirates
Al Rostamani Maze Tower,Dubai (AE),210,57,2010,concrete,residential / office,United Arab Emirates
Executive Towers Building M,Dubai (AE),210,52,2009,concrete,residential / hotel,United Arab Emirates
Capital Plaza Residential Towers,Abu Dhabi (AE),210,51,2011,concrete,residential,United Arab Emirates
Le Reve,Dubai (AE),210,50,2006,concrete,residential,United Arab Emirates
Al Batha Tower,Dubai (AE),210,48,2019,concrete,residential,United Arab Emirates
Dubai Tower,Dubai (AE),210,45,2011,concrete,residential,United Arab Emirates
Latifa Tower,Dubai (AE),210,45,2012,concrete,residential,United Arab Emirates
Marina Heights,Dubai (AE),208.4,55,2006,concrete,residential,United Arab Emirates
The 118,Dubai (AE),207.9,46,2016,concrete,residential,United Arab Emirates
Tamani Hotel Marina,Dubai (AE),207,54,2006,concrete,hotel,United Arab Emirates
Majestic Tower,Sharjah (AE),207,52,2009,concrete,residential,United Arab Emirates
Marina Crown,Dubai (AE),207,52,2006,concrete,residential,United Arab Emirates
Harbour Views Tower 1,Dubai (AE),207,51,2020,concrete,residential,United Arab Emirates
Harbour Views Tower 2,Dubai (AE),207,51,2020,concrete,residential,United Arab Emirates
Marina Gate I,Dubai (AE),206.5,52,2018,concrete,residential,United Arab Emirates
Horizon Tower A,Abu Dhabi (AE),205,63,2017,concrete,residential,United Arab Emirates
RP Heights,Dubai (AE),204,50,2020,concrete,residential,United Arab Emirates
Nassima Tower,Dubai (AE),204,49,2010,concrete,residential / office,United Arab Emirates
48 Burj Gate,Dubai (AE),203.2,51,2014,concrete,residential / office,United Arab Emirates
The Citadel,Dubai (AE),201,48,2009,concrete,office,United Arab Emirates
MBK Tower,Dubai (AE),200,59,2010,concrete,residential / office,United Arab Emirates
Capital Plaza Office Tower,Abu Dhabi (AE),200,40,2011,concrete,office,United Arab Emirates
Burj Al Salam,Dubai (AE),197.5,58,2014,concrete,serviced apartments / hotel / office,United Arab Emirates
Al Bateen Residential Tower,Dubai (AE),196.3,50,2013,concrete,residential,United Arab Emirates
Malak Tower,Sharjah (AE),196,53,2010,concrete,residential,United Arab Emirates
Preatoni Tower,Dubai (AE),196,46,2018,concrete,residential / office,United Arab Emirates
Shangri-La Hotel,Dubai (AE),196,43,2003,concrete,hotel,United Arab Emirates
Al Salam Tecom Tower,Dubai (AE),195.1,47,2009,concrete,office,United Arab Emirates
The Distinction,Dubai (AE),195,53,2016,concrete,residential,United Arab Emirates
SEBA Tower,Abu Dhabi (AE),194,50,2011,concrete,residential / office,United Arab Emirates
Sama Tower,Dubai (AE),193.6,51,2010,concrete,residential / office,United Arab Emirates
Bukkhamseen Tower,Sharjah (AE),192,51,2006,concrete,residential / office,United Arab Emirates
The Address Dubai Mall,Dubai (AE),191.8,37,2008,concrete,hotel,United Arab Emirates
Duja Tower,Dubai (AE),191,57,2017,concrete,residential / office,United Arab Emirates
Majestic Tower,Sharjah (AE),190.8,50,2008,concrete,residential,United Arab Emirates
Abbco Tower,Sharjah (AE),190,49,2008,concrete,residential,United Arab Emirates
The Signature,Dubai (AE),190,49,2013,concrete,serviced apartments,United Arab Emirates
Executive Towers Building B,Dubai (AE),190,47,2008,concrete,residential,United Arab Emirates
Horizon Tower,Dubai (AE),190,45,2006,concrete,residential,United Arab Emirates
Platinum Tower,Dubai (AE),190,45,2012,concrete,residential,United Arab Emirates
Dubai Jewel Tower,Dubai (AE),190,44,2008,concrete,residential / office,United Arab Emirates
Sidra Tower,Dubai (AE),187,45,2010,concrete,residential,United Arab Emirates
Al Sahab Tower I,Dubai (AE),187,44,2006,concrete,residential,United Arab Emirates
Jumeirah Lake Terrace,Dubai (AE),187,40,2008,concrete,residential,United Arab Emirates
Executive Tower K,Dubai (AE),186,47,2009,concrete,residential,United Arab Emirates
Saraya Tower 1,Abu Dhabi (AE),185,46,2017,concrete,residential,United Arab Emirates
29 Boulevard Tower 2,Dubai (AE),185,45,2013,concrete,residential,United Arab Emirates
29 Boulevard Tower 1,Dubai (AE),185,44,2013,concrete,residential,United Arab Emirates
ADIA Tower,Abu Dhabi (AE),185,40,2006,concrete,office,United Arab Emirates
Mesk Tower,Dubai (AE),185,40,2003,concrete,residential,United Arab Emirates
Murjan Tower,Dubai (AE),185,40,2003,concrete,residential,United Arab Emirates
IPIC Square,Abu Dhabi (AE),185,37,2013,concrete,office,United Arab Emirates
Etisalat Tower 2,Dubai (AE),185,33,2007,concrete,office,United Arab Emirates
Capricorn Tower,Dubai (AE),184.5,46,2003,concrete,residential / office,United Arab Emirates
Marina Terrace,Dubai (AE),183,38,2006,concrete,residential,United Arab Emirates
Executive Tower H,Dubai (AE),182,45,2009,concrete,residential,United Arab Emirates
Tiffany Tower,Dubai (AE),181.9,45,2009,concrete,office,United Arab Emirates
Bay Central 2,Dubai (AE),180,50,2012,concrete,residential,United Arab Emirates
Mazaya Business Avenue 1,Dubai (AE),180,50,2011,concrete,office,United Arab Emirates
Mazaya Business Avenue 2,Dubai (AE),180,50,2011,concrete,office,United Arab Emirates
Mazaya Business Avenue 3,Dubai (AE),180,50,2011,concrete,office,United Arab Emirates
Al Dana Tower,Sharjah (AE),180,46,2007,concrete,residential,United Arab Emirates
Botanica Tower,Dubai (AE),179.3,42,2012,concrete,residential,United Arab Emirates
Al Seef Tower II,Dubai (AE),179,40,2008,concrete,residential,United Arab Emirates
Al Ayaan Lulu Tower,Sharjah (AE),178,51,2006,concrete,residential,United Arab Emirates
JBR Area B Tower B03 T01,Dubai (AE),177,54,2007,concrete,residential,United Arab Emirates
Sadaf 4,Dubai (AE),177,54,2007,concrete,residential,United Arab Emirates
Sofitel Dubai Jumeirah Beach,Dubai (AE),177,54,2007,concrete,residential,United Arab Emirates
The Dome,Dubai (AE),176,41,2012,concrete,office,United Arab Emirates
Mohammed Ibrahim Tower,Dubai (AE),175,47,2010,concrete,residential,United Arab Emirates
Media One Tower,Dubai (AE),175,43,2008,concrete,office / hotel,United Arab Emirates
Iris Bay,Dubai (AE),175,35,2015,concrete,office,United Arab Emirates
Dusit Residence,Dubai (AE),174,35,2008,concrete,residential,United Arab Emirates
H Office Tower,Dubai (AE),173.5,40,2007,concrete,office,United Arab Emirates
Dream Tower,Dubai (AE),173.4,43,2015,concrete,residential,United Arab Emirates
National Bank of Abu Dhabi Headquarters,Abu Dhabi (AE),173,33,2002,,office,United Arab Emirates
Creek Tower,Abu Dhabi (AE),172,50,2014,concrete,residential,United Arab Emirates
Churchill Executive,Dubai (AE),172,43,2010,concrete,office,United Arab Emirates
Escape Tower,Dubai (AE),172,40,2006,concrete,residential,United Arab Emirates
Bahar 1,Dubai (AE),171,52,2007,concrete,residential,United Arab Emirates
Single Business Tower,Dubai (AE),170,46,2009,concrete,office,United Arab Emirates
Al Jaber Tower,Al Fujayrah (AE),170,43,2008,concrete,residential / office,United Arab Emirates
Executive Tower G,Dubai (AE),170,43,2009,concrete,residential,United Arab Emirates
Executive Tower J,Dubai (AE),170,43,2009,concrete,residential,United Arab Emirates
Executive Tower L,Dubai (AE),170,42,2009,concrete,residential,United Arab Emirates
Burlington Tower,Dubai (AE),170,40,2013,concrete,office,United Arab Emirates
Shining Towers A,Abu Dhabi (AE),169,34,2012,concrete,office,United Arab Emirates
Boulevard Plaza 1,Dubai (AE),168.5,37,2010,composite,office,United Arab Emirates
Jumeirah Business Center 1,Dubai (AE),167,46,2010,concrete,office,United Arab Emirates
Shatha Tower,Dubai (AE),167,41,2006,concrete,office,United Arab Emirates
Armada Tower 1,Dubai (AE),167,39,2009,concrete,residential,United Arab Emirates
Dubai Creek Heights,Dubai (AE),166.5,45,2015,concrete,residential,United Arab Emirates
Concorde Tower,Dubai (AE),166,45,2008,concrete,residential,United Arab Emirates
Four Points by Sheraton,Dubai (AE),166,43,2007,concrete,residential / hotel,United Arab Emirates
Liberty House,Dubai (AE),166,42,2009,concrete,residential / office,United Arab Emirates
Capital Plaza Sofitel Hotel,Abu Dhabi (AE),166,38,2011,concrete,hotel,United Arab Emirates
The Prism,Dubai (AE),166,36,2011,concrete,office,United Arab Emirates
Lakeshore Tower 1,Dubai (AE),165,46,2009,concrete,residential,United Arab Emirates
Saraya Tower 2,Abu Dhabi (AE),165,41,2017,concrete,residential,United Arab Emirates
Goldcrest Executive Tower,Dubai (AE),165,40,2009,concrete,residential / office,United Arab Emirates
Al Kharbash Tower,Dubai (AE),165,36,2004,concrete,residential,United Arab Emirates
Baynunah Hilton Tower Hotel,Abu Dhabi (AE),164.9,42,1994,,hotel,United Arab Emirates
Capital Gate Tower,Abu Dhabi (AE),164.7,36,2011,composite,hotel / office,United Arab Emirates
Jumeirah Bay X1,Dubai (AE),164,41,2009,concrete,residential,United Arab Emirates
Jumeirah Bay X3,Dubai (AE),164,41,2009,concrete,office,United Arab Emirates
Falcon Tower,Dubai (AE),162.7,41,2005,concrete,residential,United Arab Emirates
Bay Central 3,Dubai (AE),162.5,41,2015,concrete,hotel,United Arab Emirates
Fairmont Marina,Abu Dhabi (AE),161.9,39,2019,concrete,serviced apartments / hotel,United Arab Emirates
Bahar 3,Dubai (AE),161,49,2007,concrete,residential,United Arab Emirates
Ramada Plaza Jumeirah Beach,Dubai (AE),161,49,2007,concrete,hotel,United Arab Emirates
Swiss Tower,Dubai (AE),160.8,40,2010,concrete,residential / office,United Arab Emirates
Sky Gardens,Dubai (AE),160,45,2008,concrete,residential,United Arab Emirates
Shahla Tower,Dubai (AE),160,40,2017,concrete,residential,United Arab Emirates
Al Seef Tower III,Dubai (AE),160,35,2008,concrete,residential,United Arab Emirates
Tamweel Tower,Dubai (AE),160,35,2009,concrete,residential / office,United Arab Emirates
Etisalat Headquarters,Abu Dhabi (AE),160,27,2000,,office,United Arab Emirates
Goldcrest Views 1,Dubai (AE),159,40,2007,concrete,residential,United Arab Emirates
Bahar 5,Dubai (AE),158,48,2007,concrete,residential,United Arab Emirates
Lake Point Tower,Dubai (AE),158,45,2008,concrete,residential,United Arab Emirates
Al Saqr Business Tower,Dubai (AE),158,38,1999,concrete,office,United Arab Emirates
World Trade Center Residences,Dubai (AE),158,38,2008,concrete,residential,United Arab Emirates
Prime Tower,Dubai (AE),158,37,2013,concrete,office,United Arab Emirates
